title,console,genre,publisher,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,total_sales,release_year,publisher_rank,platform_release_count,total_sales_per_title
Leisure Suit Larry: Magna Cum Laude,XB,Adventure,VU Games,49,6.2,16,5.9,170000,2004,37,3,510000
Doctor Lautrec and the Forgotten Knights,3DS,Adventure,Konami,19,5.3,9,5.7,170000,2011,8,1,170000
Spawn: Armageddon,XB,Action,Namco,33,5.6,13,6.8,170000,2003,19,3,680000
Rise of the Argonauts,X360,Action,Codemasters,43,5.4,30,7.3,170000,2008,30,2,360000
Fairytale Fights,PS3,Action,Playlogic Game Factory,47,5.1,13,5.7,170000,2009,205,2,340000
The Cursed Crusade,PS3,Action,Atlus,27,3.9,35,4.5,170000,2011,32,3,350000
Warriors of Might and Magic,PS2,Adventure,3DO,12,4.9,7,4.3,170000,2001,68,2,300000
Lost in Blue 3,DS,Adventure,Konami,19,5.9,4,7.3,170000,2008,8,1,170000
Gauntlet: Dark Legacy,XB,Action,Midway Games,20,6.0,18,8.0,170000,2002,20,4,1500000
Batman Begins,GBA,Action,Electronic Arts,56,6.5,29,7.7,170000,2005,2,4,1090000
Aliens: Infestation,DS,Action,Sega,43,7.6,40,8.1,170000,2011,9,1,170000
Spyro: Shadow Legacy,DS,Action,Vivendi Games,18,5.0,21,5.2,160000,2005,54,1,160000
Dynasty Warriors 4,XB,Action,KOEI,24,7.8,76,7.4,160000,2003,42,1,160000
Jurassic Park: The Game,X360,Action,Telltale Games,34,5.4,211,4.8,160000,2011,83,1,160000
El Shaddai: Ascension of the Metatron,X360,Action,Ignition Entertainment,46,7.8,52,7.3,160000,2011,102,2,440000
Battlezone,PS4,Action,Sony Interactive Entertainment,40,6.6,52,7.5,160000,2016,53,1,160000
Beowulf: The Game,PS3,Action,Ubisoft,23,5.1,20,3.7,160000,2007,4,3,650000
Warriors Orochi 3,X360,Action,Tecmo Koei,18,6.4,36,7.6,160000,2012,40,7,1160000
Fatal Frame II: Crimson Butterfly,PS2,Action,Tecmo,40,8.1,148,8.7,160000,2003,71,1,160000
James Noir's Hollywood Crimes,3DS,Adventure,Ubisoft,22,6.0,7,6.6,160000,2011,4,1,160000
Time Hollow,DS,Adventure,Konami,24,6.4,22,6.8,160000,2008,8,1,160000
Sherlock Holmes vs. Jack the Ripper,X360,Adventure,DreamCatcher Interactive,26,7.3,64,7.7,160000,2010,120,2,170000
Monster House,DS,Adventure,THQ,27,5.9,10,6.2,160000,2006,5,4,530000
LEGO The Hobbit,PSV,Action-Adventure,Warner Bros. Interactive Entertainment,47,7.2,155,6.7,160000,2014,14,7,2460000
Metal Gear Solid V: The Phantom Pain,X360,Action-Adventure,Konami Digital Entertainment,88,9.3,6528,8.1,160000,2015,33,3,4030000
Shadow Man: 2econd Coming,PS2,Adventure,Acclaim Entertainment,24,6.8,11,7.9,160000,2002,23,1,160000
Alone in the Dark: The New Nightmare,PS,Adventure,Infogrames,16,6.6,68,7.6,160000,2001,60,2,160000
Gravity Rush Remastered,PS4,Action-Adventure,Sony Computer Entertainment,62,8.0,519,8.2,160000,2016,6,2,180000
Naruto Powerful Shippuden,3DS,Action-Adventure,Namco Bandai Games,13,7.1,24,5.8,160000,2013,29,1,160000
Darksiders II,WiiU,Action-Adventure,THQ,63,8.3,618,8.2,160000,2012,5,3,1800000
Castlevania: Lords of Shadow - Mirror of Fate,3DS,Action-Adventure,Konami Digital Entertainment,68,7.2,270,7.2,160000,2013,33,1,160000
Dead Rising 4: Frank's Big Package,PS4,Action-Adventure,Capcom,41,7.2,82,5.6,160000,2017,11,1,160000
Just Cause 3,PC,Action-Adventure,Square Enix,53,7.4,1064,6.1,160000,2015,18,3,3150000
Akiba's Trip: Undead & Undressed,PSV,Action,Xseed Games,21,5.7,69,7.1,160000,2014,59,3,420000
Splatterhouse,PS3,Action,Namco Bandai,51,6.2,93,7.5,160000,2010,27,2,340000
Clash of the Titans: The Videogame,X360,Action,Namco Bandai,31,4.2,14,4.1,160000,2010,27,2,470000
Curious George,GBA,Action,Namco,13,5.3,4,6.5,160000,2006,19,4,460000
Berserk and the Band of the Hawk,PS4,Action,Tecmo Koei,53,6.6,120,7.2,160000,2017,40,2,190000
Fist of the North Star: Ken's Rage,X360,Action,Tecmo Koei,38,5.9,29,7.3,160000,2010,40,2,820000
The Adventures of Tintin: The Game,3DS,Adventure,Ubisoft,35,6.3,18,7.1,160000,2011,4,5,1000000
Leisure Suit Larry: Box Office Bust,X360,Adventure,Codemasters,27,2.5,24,1.8,160000,2009,30,3,270000
Kya: Dark Lineage,PS2,Adventure,Atari,25,6.9,28,8.3,160000,2003,16,1,160000
Dragon Ball: Origins 2,DS,Action,Namco Bandai,22,7.0,18,7.5,160000,2010,27,1,160000
Shinobido 2: Revenge of Zen,PSV,Action,Namco Bandai,34,5.5,44,6.6,160000,2012,27,1,160000
Toukiden 2,PSV,Action,Tecmo Koei,46,7.7,104,7.5,150000,2017,40,3,340000
Fantastic Four: Rise of the Silver Surfer,PS3,Action,2K Games,30,4.5,13,6.3,150000,2007,24,5,740000
Ultimate Spider-Man,DS,Action,Activision,53,7.7,59,8.5,150000,2005,1,6,1940000
Prince of Persia: The Forgotten Sands,DS,Action,Ubisoft,69,7.4,138,7.4,150000,2010,4,6,2100000
Fire Emblem Warriors,3DS,Action,Nintendo,74,7.4,439,7.7,150000,2017,10,2,660000
Shenmue II,DC,Adventure,Sega,31,8.0,158,9.0,150000,2001,9,2,470000
Dragon Quest Builders 2,PS4,Adventure,Square Enix,64,8.6,154,7.8,150000,2019,18,2,290000
Prince of Persia: The Two Thrones,GC,Adventure,Ubisoft,46,8.5,109,8.0,150000,2005,4,4,1410000
Nancy Drew: The White Wolf of Icicle Creek,Wii,Adventure,Sega,9,7.3,16,7.3,150000,2008,9,1,150000
Metroid Prime: Federation Force,3DS,Action,Nintendo,59,6.4,277,5.4,150000,2016,10,1,150000
Thor: God of Thunder,PS3,Action,Sega,40,3.8,30,5.5,150000,2011,9,5,670000
Saw II: Flesh & Blood,X360,Action,Konami,34,4.7,33,5.9,150000,2010,8,2,340000
Killer7,GC,Action,Capcom,57,7.4,86,8.6,150000,2005,11,2,240000
Steins;Gate 0,PSV,Adventure,PQube,20,8.1,114,8.5,150000,2016,186,3,250000
Assassin's Creed Rogue Remastered,PS4,Action-Adventure,Ubisoft,31,7.1,284,6.7,150000,2018,4,2,190000
Thor: God of Thunder,Wii,Action,Sega,40,3.8,30,5.5,150000,2011,9,5,670000
Jaws Unleashed,XB,Action,Majesco,29,5.1,7,6.1,150000,2006,26,2,750000
X-Men: The Official Game,GC,Action,Activision,57,5.2,12,6.7,150000,2006,1,6,1010000
Darksiders,PC,Action,THQ,81,8.3,342,7.8,150000,2010,5,3,1490000
Samurai Warriors: Katana,Wii,Action,KOEI,30,5.3,4,8.5,150000,2008,42,1,150000
Warriors Orochi 3,PS4,Action,Tecmo Koei,18,6.4,36,7.6,150000,2014,40,7,1160000
Marvel Super Hero Squad: The Infinity Gauntlet,X360,Action,THQ,10,5.5,9,6.3,150000,2010,5,5,910000
RiME,NS,Adventure,Grey Box,66,8.0,375,7.8,150000,2017,311,2,260000
Scooby-Doo! Mystery Mayhem,XB,Adventure,THQ,17,5.5,17,7.5,150000,2004,5,4,1260000
Brothers: A Tale of Two Sons,PS4,Adventure,505 Games,56,8.6,477,8.4,150000,2015,41,2,200000
The Walking Dead: A Telltale Games Series,PSV,Adventure,Telltale Games,14,8.9,4022,8.8,150000,2013,83,4,2210000
Prince of Persia: The Sands of Time,GBA,Adventure,Ubisoft,44,9.2,559,8.6,150000,2003,4,5,3630000
Indigo Prophecy,PS2,Adventure,Atari,51,8.4,82,8.0,150000,2005,16,3,270000
Attack on Titan,PSV,Action,Tecmo Koei,58,7.4,147,7.0,150000,2017,40,4,870000
The Incredible Hulk: Ultimate Destruction,GC,Action,VU Games,47,8.4,21,7.6,150000,2005,37,3,920000
Toukiden 2,PS4,Action,Tecmo Koei,46,7.7,104,7.5,150000,2017,40,3,340000
Batman Begins,GC,Action,Electronic Arts,56,6.5,29,7.7,150000,2005,2,4,1090000
The Cursed Crusade,X360,Action,Atlus,27,3.9,35,4.5,150000,2011,32,3,350000
Attack on Titan,XOne,Action,Tecmo Koei,58,7.4,147,7.0,150000,2016,40,4,870000
The Escapists 2,XOne,Action,Sold Out,30,7.5,69,7.0,150000,2017,172,3,440000
Transformers: Devastation,XOne,Action,Activision,51,7.7,251,7.7,150000,2015,1,5,640000
Song of the Deep,PS4,Action,Insomniac Games,41,6.9,53,7.5,150000,2016,288,3,350000
Fate/Extella: The Umbral Star,PSV,Action,Xseed Games,33,6.7,59,6.9,150000,2017,59,3,630000
Curious George,GC,Action,Namco,13,5.3,4,6.5,150000,2006,19,4,460000
Enclave,XB,Adventure,Conspiracy Entertainment,28,6.6,9,6.8,140000,2002,80,1,140000
Dragon Quest Builders 2,NS,Adventure,Square Enix,64,8.6,154,7.8,140000,2019,18,2,290000
Pirates: The Legend of Black Kat,PS2,Adventure,Electronic Arts,24,7.2,10,7.8,140000,2002,2,2,200000
Fur Fighters: Viggo's Revenge,PS2,Action,Acclaim Entertainment,15,6.4,22,5.5,140000,2001,23,1,140000
The Da Vinci Code,PS2,Action,2K Games,43,5.4,19,7.6,140000,2006,24,2,180000
The Lord of the Rings: Aragorn's Quest,PSP,Action,Warner Bros. Interactive,21,5.8,18,7.6,140000,2010,22,5,710000
Adventure Time: Finn & Jake Investigations,PS4,Action,Little Orbit,9,6.6,18,5.9,140000,2015,140,6,630000
Arslan: The Warriors of Legend,PS4,Action,Tecmo Koei,43,6.9,34,6.4,140000,2016,40,3,260000
Just Cause,X360,Action,Eidos Interactive,57,7.3,60,6.4,140000,2006,21,4,180000
Hitman: Blood Money,XB,Action,Eidos Interactive,53,8.2,221,8.5,140000,2006,21,4,1060000
Second Sight,PS2,Adventure,Codemasters,48,7.6,31,7.6,140000,2004,30,4,260000
Monster House,PS2,Adventure,THQ,27,5.9,10,6.2,140000,2006,5,4,530000
X-Blades,X360,Action,SouthPeak Interactive,39,5.0,15,5.1,140000,2009,74,3,280000
G.I. Joe: The Rise of Cobra,PS2,Action,Electronic Arts,59,4.2,9,5.3,140000,2009,2,6,1090000
Grabbed by the Ghoulies,XB,Action,Microsoft Game Studios,42,6.6,33,8.3,140000,2003,25,1,140000
Deception IV: Blood Ties,PSV,Action,Tecmo Koei,19,6.7,56,7.2,140000,2014,40,2,270000
Resident Evil: Revelations 2,XOne,Action,Capcom,30,7.5,674,7.6,140000,2015,11,5,1240000
We Happy Few,PS4,Action-Adventure,Gearbox Software,66,6.2,268,5.9,140000,2018,105,2,230000
Has-Been Heroes,NS,Action,GameTrust,20,5.3,133,7.2,140000,2017,279,4,270000
G.I. Joe: The Rise of Cobra,DS,Action,Electronic Arts,59,4.2,9,5.3,140000,2009,2,6,1090000
Naruto Shippuden: Kizuna Drive,PSP,Action,Namco Bandai,22,5.7,15,4.7,140000,2011,27,1,140000
X-Blades,PS3,Action,SouthPeak Interactive,39,5.0,15,5.1,140000,2009,74,3,280000
G.I. Joe: The Rise of Cobra,PSP,Action,Electronic Arts,59,4.2,9,5.3,140000,2009,2,6,1090000
Thor: God of Thunder,X360,Action,Sega,40,3.8,30,5.5,140000,2011,9,5,670000
Fatal Frame,PS2,Action,Tecmo,22,7.4,118,8.3,140000,2002,71,2,200000
Rodea the Sky Soldier,WiiU,Action-Adventure,NIS America,31,4.5,85,6.5,140000,2015,50,2,190000
Metal Gear Solid V: Ground Zeroes,X360,Action-Adventure,Konami Digital Entertainment,70,7.5,1631,6.5,140000,2014,33,4,2200000
Okami HD,PS3,Action-Adventure,Capcom,44,9.0,451,8.9,140000,2012,11,4,600000
Murdered: Soul Suspect,PS3,Action-Adventure,Square Enix,60,5.9,513,6.8,140000,2014,18,4,740000
Senran Kagura Burst,3DS,Action,Xseed Games,27,6.2,74,7.1,140000,2013,59,1,140000
Spider-Man: Friend or Foe,Wii,Action,Activision,51,6.0,41,6.6,140000,2007,1,6,1460000
Dishonored: Death of the Outsider,XOne,Action,Bethesda Softworks,49,8.2,332,7.2,140000,2017,13,2,470000
Dino Crisis 3,XB,Action,Capcom,28,5.1,40,3.3,140000,2003,11,1,140000
Eragon,X360,Action,Sierra Entertainment,32,4.8,11,7.1,140000,2006,56,2,250000
Spider-Man: Edge of Time,DS,Action,Activision,50,5.7,64,7.1,140000,2011,1,5,830000
Star Wars: Jedi Power Battles,GBA,Action,THQ,8,5.8,4,4.8,140000,2002,5,1,140000
NCIS,X360,Adventure,Ubisoft,11,3.5,7,4.0,140000,2011,4,4,430000
Happy Feet,Wii,Adventure,Midway Games,11,4.6,8,6.1,140000,2006,20,3,700000
Sphinx and the Cursed Mummy,GC,Adventure,THQ,28,7.8,28,7.1,140000,2003,5,3,710000
Monster House,GC,Adventure,THQ,27,5.9,10,6.2,140000,2006,5,4,530000
Ecco the Dolphin: Defender of the Future,PS2,Adventure,Acclaim Entertainment,26,8.4,26,7.9,140000,2002,23,1,140000
Alien: Isolation,PC,Adventure,Sega,50,7.9,1696,8.3,140000,2014,9,5,2370000
NCIS,Wii,Adventure,Ubisoft,11,3.5,7,4.0,130000,2011,4,4,430000
King Arthur,PS2,Adventure,Konami,22,5.9,14,8.2,130000,2004,8,3,220000
Resident Evil: Revelations 2,PSV,Action,Sony Computer Entertainment,30,7.5,674,7.6,130000,2015,6,5,1240000
Avatar: The Last Airbender - The Burning Earth,X360,Action,THQ,7,5.4,19,4.2,130000,2007,5,4,1140000
Warriors of Might and Magic,PS,Adventure,3DO,12,4.9,7,4.3,130000,2001,68,2,300000
Shaman King: Power of Spirit,PS2,Adventure,Konami,9,5.4,8,6.4,130000,2004,8,1,130000
Watch Dogs,WiiU,Action-Adventure,Ubisoft,80,8.0,4140,6.7,130000,2014,4,6,9700000
Tom Clancy's Splinter Cell: Blacklist,WiiU,Action-Adventure,Ubisoft,58,8.2,500,7.6,130000,2013,4,4,2320000
Utawarerumono: Mask of Deception,PS4,Adventure,Atlus,22,6.8,62,8.0,130000,2017,32,3,300000
Star Wars: Lethal Alliance,PSP,Adventure,Ubisoft,31,6.1,12,6.3,130000,2006,4,2,230000
Syberia,DS,Adventure,The Adventure Company,26,8.2,408,8.4,130000,2008,219,4,280000
Yakuza Kiwami,PS3,Adventure,Sega,73,8.0,848,8.0,130000,2016,9,2,580000
Deception IV: Blood Ties,PS3,Action,Tecmo Koei,19,6.7,56,7.2,130000,2014,40,2,270000
Tom Clancy's Splinter Cell: Double Agent,Wii,Action,Ubisoft,59,8.5,146,7.7,130000,2006,4,5,1230000
007: Quantum of Solace,DS,Action,Activision,69,6.5,77,6.9,130000,2008,1,2,160000
New Gundam Breaker,PS4,Action,Namco Bandai Games,22,4.3,56,3.2,130000,2018,29,1,130000
Rogue Ops,XB,Action,Kemco,26,6.1,6,8.2,130000,2003,138,3,410000
Peter Jackson's King Kong: The Official Game of the Movie,DS,Action,Ubisoft,57,8.0,94,7.8,130000,2005,4,6,3390000
"Crouching Tiger, Hidden Dragon",PS2,Action,Ubisoft,26,4.8,4,7.0,130000,2003,4,3,170000
Destroy All Humans! Path of the Furon,X360,Action,THQ,27,3.4,34,6.1,130000,2008,5,2,220000
MegaTagmension Blanc + Neptune VS Zombies,PSV,Action,Idea Factory International,22,6.1,25,6.6,130000,2016,195,1,130000
Song of the Deep,XOne,Action,Insomniac Games,41,6.9,53,7.5,130000,2016,288,3,350000
Superman: The Man of Steel,XB,Action,Atari,19,4.4,8,3.4,130000,2002,16,1,130000
Grand Theft Auto: San Andreas,XBL,Action,Rockstar Games,80,9.5,4488,9.2,130000,2008,7,3,3050000
Warriors Orochi 2,PS2,Action,KOEI,28,4.4,14,8.0,130000,2008,42,5,870000
Tomb Raider: Legend,XB,Action,Eidos Interactive,54,8.0,150,7.9,130000,2006,21,7,1650000
Gladiator Begins,PSP,Action,Aksys Games,9,5.9,69,8.4,130000,2010,64,1,130000
Adventure Time: Finn & Jake Investigations,X360,Action,Little Orbit,9,6.6,18,5.9,130000,2015,140,6,630000
Teenage Mutant Ninja Turtles: Arcade Attack,DS,Action,Ubisoft,8,3.6,6,6.8,130000,2009,4,1,130000
Akiba's Trip: Undead & Undressed,PS3,Action,Xseed Games,21,5.7,69,7.1,130000,2014,59,3,420000
Hitman 2: Silent Assassin,GC,Action,Eidos Interactive,23,8.4,76,7.9,130000,2003,21,4,4280000
Spartan: Total Warrior,XB,Action,Sega,36,7.3,21,8.3,130000,2005,9,3,420000
Advent Rising,XB,Action,Majesco,50,6.8,13,7.9,130000,2005,26,1,130000
Otogi: Myth of Demons,XB,Action,Sega,40,8.0,14,7.4,130000,2003,9,1,130000
Green Lantern: Rise of the Manhunters,3DS,Action,Warner Bros. Interactive,17,5.9,35,6.8,130000,2011,22,5,630000
Hyperdimension Neptunia U: Action Unleashed,PSV,Action,Idea Factory International,20,7.1,51,7.3,130000,2015,195,1,130000
Destroy All Humans! Big Willy Unleashed,Wii,Action,THQ,40,5.3,10,5.6,130000,2008,5,1,130000
The Inpatient,PS4,Action,Sony Interactive Entertainment,57,5.9,101,6.3,130000,2018,53,1,130000
Dynasty Warriors 5 Empires,X360,Action,KOEI,40,6.1,14,7.4,130000,2006,42,2,470000
Thor: God of Thunder,DS,Action,Sega,40,3.8,30,5.5,130000,2011,9,5,670000
Blade II,XB,Action,Activision,21,4.9,17,6.1,130000,2002,1,2,440000
Samurai Warriors 4-II,PS4,Action,Tecmo Koei,26,7.3,42,7.1,130000,2015,40,3,310000
Onechanbara: Bikini Samurai Squad,X360,Action,D3 Publisher,39,3.9,32,6.1,130000,2009,34,1,130000
Akiba's Trip: Undead & Undressed,PS4,Action,Xseed Games,21,5.7,69,7.1,130000,2014,59,3,420000
Green Lantern: Rise of the Manhunters,X360,Action,Warner Bros. Interactive,17,5.9,35,6.8,130000,2011,22,5,630000
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,Action,Konami,25,4.7,30,6.5,130000,2004,8,4,1080000
Life is Strange,XOne,Adventure,Square Enix,24,8.5,2889,8.6,120000,2016,18,3,540000
NCIS,PS3,Adventure,Ubisoft,11,3.5,7,4.0,120000,2011,4,4,430000
Zathura,PS2,Adventure,2K Games,16,4.3,5,4.8,120000,2005,24,2,140000
Overlord: Raising Hell,PS3,Adventure,Codemasters,35,7.2,23,8.2,120000,2008,30,1,120000
Sphinx and the Cursed Mummy,XB,Adventure,THQ,28,7.8,28,7.1,120000,2003,5,3,710000
Pryzm Chapter One: The Dark Unicorn,PS2,Adventure,TDK Mediactive,8,5.9,5,3.0,120000,2002,75,1,120000
Obscure: The Aftermath,Wii,Adventure,Ignition Entertainment,25,6.6,34,7.7,120000,2008,102,2,210000
Dead by Daylight,XOne,Action,505 Games,18,6.4,613,5.4,120000,2017,41,2,340000
Darksiders III,XOne,Action,THQ Nordic,60,6.4,609,7.0,120000,2018,125,3,380000
Terraria,3DS,Action,505 Games,39,8.1,718,8.3,120000,2015,41,6,820000
X2: Wolverine's Revenge,GC,Action,Activision,27,5.8,6,5.0,120000,2003,1,3,970000
Tenchu: Shadow Assassins,PSP,Action,Ubisoft,35,7.0,25,6.4,120000,2009,4,2,330000
Castlevania: Curse of Darkness,XB,Action,Konami,30,7.0,89,8.2,120000,2005,8,2,540000
Curious George,PS2,Action,Namco,13,5.3,4,6.5,120000,2006,19,4,460000
The Surge,XOne,Action,Focus Home Interactive,58,7.3,392,6.6,120000,2017,70,2,310000
MySims SkyHeroes,PS3,Action,Electronic Arts,16,6.2,5,4.2,120000,2010,2,4,830000
EA Replay,PSP,Action,Electronic Arts,19,5.6,4,6.0,120000,2006,2,1,120000
Adventure Time: Finn & Jake Investigations,PS3,Action,Little Orbit,9,6.6,18,5.9,120000,2015,140,6,630000
Buffy the Vampire Slayer: Chaos Bleeds,XB,Action,VU Games,27,7.2,22,7.1,120000,2003,37,3,330000
Prototype 2,PC,Action,Activision,69,7.4,276,7.1,120000,2012,1,3,1680000
Samurai Warriors 4-II,PS3,Action,Tecmo Koei,26,7.3,42,7.1,120000,2015,40,3,310000
Onechanbara: Bikini Zombie Slayers,Wii,Action,D3 Publisher,24,5.5,10,7.2,120000,2009,34,1,120000
Gladiator: Sword of Vengeance,PS2,Action,Acclaim Entertainment,25,6.5,6,7.5,120000,2003,23,3,170000
7 Days to Die,XOne,Action,Telltale Games,17,3.5,225,5.7,120000,2016,83,2,330000
Legend of the Guardians: The Owls of Ga'Hoole,DS,Action,Warner Bros. Interactive,13,6.0,7,7.7,120000,2010,22,4,390000
Ninja Reflex,Wii,Action,Electronic Arts,26,4.9,6,4.2,120000,2008,2,2,220000
Danganronpa 1-2 Reload,PS4,Adventure,NIS America,29,8.3,157,8.6,120000,2017,50,2,120000
Subnautica,PS4,Adventure,Gearbox Software,42,8.7,1815,8.6,120000,2018,105,2,190000
Zero Escape: Zero Time Dilemma,3DS,Adventure,Aksys Games,33,8.3,172,8.1,120000,2016,64,3,260000
Spider-Man: Edge of Time,3DS,Adventure,Activision,50,5.7,64,7.1,120000,2011,1,5,830000
LEGO Batman 2: DC Super Heroes,WiiU,Action-Adventure,Warner Bros. Interactive Entertainment,59,7.9,296,7.7,120000,2013,14,8,6410000
CSI: Crime Scene Investigation,XB,Adventure,Ubisoft,19,6.1,14,6.6,120000,2004,4,1,120000
Alice: Madness Returns,PC,Adventure,Electronic Arts,67,7.0,309,8.1,120000,2011,2,3,1210000
Dragon Ball: Origins,DS,Adventure,Atari,18,7.8,30,7.7,120000,2008,16,1,120000
Breakdown,XB,Adventure,Namco,62,7.1,23,7.7,120000,2004,19,1,120000
Harvey Birdman: Attorney at Law,PS2,Adventure,Capcom,28,6.0,6,6.3,120000,2008,11,3,310000
Marvel's Guardians of the Galaxy: The Telltale Series,PS4,Adventure,Warner Bros. Interactive Entertainment,7,7.8,112,7.3,120000,2017,14,2,170000
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,Action,Konami,20,5.3,17,7.4,120000,2005,8,4,420000
One Piece: Pirate Warriors 2,PSV,Action,Namco Bandai Games,35,7.1,84,7.7,120000,2013,29,2,780000
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,Action,Activision,49,4.4,192,5.5,120000,2016,1,4,380000
Undead Knights,PSP,Action,Tecmo,27,6.3,14,8.2,120000,2009,71,1,120000
Fate/Extella Link,PS4,Action,Xseed Games,18,7.5,59,6.9,120000,2019,59,2,180000
Utawarerumono: Mask of Deception,PSV,Adventure,Atlus,22,6.8,62,8.0,110000,2017,32,3,300000
Lost in Blue,DS,Adventure,Konami,33,6.9,17,7.3,110000,2005,8,1,110000
RiME,PS4,Adventure,Grey Box,66,8.0,375,7.8,110000,2017,311,2,260000
Harvey Birdman: Attorney at Law,PSP,Adventure,Capcom,28,6.0,6,6.3,110000,2008,11,3,310000
Calling,Wii,Adventure,Hudson Soft,28,4.9,21,7.7,110000,2010,44,1,110000
Lost Horizon,PC,Adventure,Deep Silver,24,7.7,45,7.6,110000,2010,43,1,110000
Cold Fear,PS2,Action,Ubisoft,41,7.1,20,8.8,110000,2005,4,3,170000
The Lord of the Rings: Aragorn's Quest,DS,Action,Warner Bros. Interactive,21,5.8,18,7.6,110000,2010,22,5,710000
Dead Cells,NS,Action,Merge Games,40,8.9,875,8.3,110000,2018,312,2,160000
Retro Game Challenge,DS,Action,Xseed Games,30,7.7,13,5.9,110000,2009,59,1,110000
Batman: Rise of Sin Tzu,XB,Action,Ubisoft,21,6.3,15,6.8,110000,2003,4,4,590000
Legend of the Guardians: The Owls of Ga'Hoole,Wii,Action,Warner Bros. Interactive,13,6.0,7,7.7,110000,2010,22,4,390000
Project: Snowblind,XB,Action,Eidos Interactive,54,7.8,18,6.6,110000,2005,21,2,320000
Astro Boy: The Video Game,PS2,Action,D3 Publisher,17,4.8,4,4.0,110000,2009,34,4,360000
ToeJam & Earl III: Mission to Earth,XB,Action,Sega,24,7.1,10,7.1,110000,2002,9,1,110000
Green Lantern: Rise of the Manhunters,DS,Action,Warner Bros. Interactive,17,5.9,35,6.8,110000,2011,22,5,630000
TMNT,PSP,Action,Ubisoft,31,5.8,30,6.2,110000,2007,4,4,1090000
Stubbs the Zombie in Rebel Without a Pulse,XB,Action,Aspyr,55,7.5,30,8.4,110000,2005,175,1,110000
Batman: Dark Tomorrow,XB,Action,Kemco,14,2.9,18,3.2,110000,2003,138,2,190000
Rengoku: The Tower of Purgatory,PSP,Action,Konami,30,4.3,7,7.3,110000,2005,8,1,110000
Mushroom Men: Rise of the Fungi,DS,Action,Gamecock,16,4.5,4,5.0,110000,2008,203,1,110000
Warriors Orochi 3,PSP,Action,Tecmo Koei,18,6.4,36,7.6,110000,2012,40,7,1160000
Dynasty Warriors Advance,GBA,Action,Nintendo,22,5.6,4,6.0,110000,2005,10,1,110000
Transformers: Devastation,X360,Action,Activision,51,7.7,251,7.7,110000,2015,1,5,640000
The Scorpion King: Rise of the Akkadian,GC,Action,Universal Interactive,12,4.7,4,5.5,110000,2002,62,2,340000
Fantastic Four: Rise of the Silver Surfer,X360,Action,2K Games,30,4.5,13,6.3,110000,2007,24,5,740000
Eragon,PSP,Action,Sierra Entertainment,32,4.8,11,7.1,110000,2006,56,2,250000
Spyborgs,Wii,Action,Capcom,30,6.6,5,6.4,110000,2009,11,1,110000
Naruto Shippuden: Naruto vs. Sasuke,DS,Action,Atlus,7,6.4,8,7.0,110000,2010,32,1,110000
X-Men: The Official Game,DS,Action,Activision,57,5.2,12,6.7,110000,2006,1,6,1010000
Agents of Mayhem,XOne,Action,Deep Silver,73,6.2,170,6.6,110000,2017,43,2,310000
Viewtiful Joe: Double Trouble!,DS,Action,Capcom,28,7.3,12,7.7,110000,2005,11,1,110000
Adventure Time: Finn & Jake Investigations,3DS,Action,Little Orbit,9,6.6,18,5.9,110000,2015,140,6,630000
Astro Boy: The Video Game,Wii,Action,D3 Publisher,17,4.8,4,4.0,110000,2009,34,4,360000
Transformers: Devastation,PS3,Action,Activision,51,7.7,251,7.7,110000,2015,1,5,640000
Darksiders: Warmastered Edition,PS4,Action-Adventure,THQ Nordic,24,7.7,96,7.8,110000,2016,125,3,180000
Shadow of Destiny,PSP,Adventure,Konami,18,7.8,29,8.3,110000,2010,8,3,320000
The Spiderwick Chronicles,X360,Adventure,Sierra Entertainment,40,5.9,4,6.3,110000,2008,56,4,390000
Charlie and the Chocolate Factory,XB,Adventure,Global Star Software,21,3.5,10,3.8,110000,2005,65,4,940000
The Polar Express,GC,Adventure,THQ,10,3.9,16,6.9,110000,2004,5,3,530000
Gabrielle's Ghostly Groove 3D,3DS,Adventure,Natsume,9,6.2,9,7.4,110000,2011,46,1,110000
Avatar: The Last Airbender,PSP,Adventure,THQ,15,5.6,15,6.0,110000,2006,5,4,1220000
The Hardy Boys: The Hidden Theft,Wii,Adventure,DreamCatcher Interactive,8,5.1,4,1.0,110000,2009,120,1,110000
Coraline,PS2,Adventure,D3 Publisher,7,4.2,14,6.1,110000,2009,34,3,200000
Zero Escape: Zero Time Dilemma,PSV,Adventure,Aksys Games,33,8.3,172,8.1,110000,2016,64,3,260000
Steins;Gate,PSV,Adventure,5pb,16,8.3,171,8.9,100000,2015,144,1,100000
Leisure Suit Larry: Box Office Bust,PS3,Adventure,Codemasters,27,2.5,24,1.8,100000,2009,30,3,270000
Syberia,XB,Adventure,XS Games,26,8.2,408,8.4,100000,2003,128,4,280000
Disgaea Infinite,PSP,Adventure,NIS America,15,6.4,19,7.6,100000,2010,50,1,100000
The Book of Unwritten Tales,PC,Adventure,DreamCatcher Interactive,32,8.2,168,8.3,100000,2011,120,1,100000
Miami Law,DS,Adventure,Hudson Entertainment,14,5.6,4,8.3,100000,2009,190,1,100000
